url,domain,storeName,emails,phones,productCount,score,pitchType,error
https://www.taruntahiliani.com,taruntahiliani.com,Tarun Tahiliani Official,care@taruntahiliani.com,+91 8448906622,Active,100,Full Suite,
https://pantproject.com,pantproject.com,The Pant Project,"contact@pantproject.com, 2.grievanceofficer@pantproject.com, nodalofficer@pantproject.com, customercare@pantproject.com","+918657735200, +91 8657754470, +91 8657731609, +918657735400",Active,100,Full Suite,
https://www.torani.in,torani.in,Torani India,"care@torani.in, career@torani.in, team@torani.in","+91 8700969159, 92170 02968",Active,90,Full Suite,
https://www.payalsinghal.com,payalsinghal.com,Payal Singhal,cs@payalsinghal.com,"9004799209, +91 9876543210, +919004799209, +918591091929",Active,90,Full Suite,
https://houseofmasaba.com,houseofmasaba.com,House Of Masaba,"shoponline@houseofmasaba.com, careers@houseofmasaba.com, homgrievanceofficer@houseofmasaba.com","+91 77380 07478, +91 84529 50459, 84529 50459",Active,90,Full Suite,
https://www.asopalav.com,asopalav.com,Asopalav.com,cs@asopalav.com,"36 38 40 42, 918866799113, 917926765591, 917926765592, 917926579704%20, 917930234931, 917925357010, 919727388899, 912612212228, 91%209924660088, +917926579704, +91 9924660088",Active,90,Full Suite,
https://www.cordstudio.in,cordstudio.in,Cord Studio,"cord.orders@gmail.com, communications@cordstudio.in",+91 9289044698,Active,90,Full Suite,
https://thelabellife.com,thelabellife.com,The Label Life,help@thelabellife.com,08047106223,Active,90,Full Suite,
https://www.minizmo.com,minizmo.com,Minizmo,social@minizmo.com,"1220016, +911140109162, 9877777517",Active,90,Full Suite,
https://www.jaywalking.in,jaywalking.in,JAYWALKING,"support@jaywalking.in, team@jaywalking.in","8369950066, +91 8657985555, +91 9321166258, +91 836-995-0066",Active,90,Full Suite,
https://almostgods.com,almostgods.com,Almost Gods,info@almostgods.com,+91 83680 44494,Active,90,Full Suite,
https://www.nonasties.in,nonasties.in,No Nasties,betty@nonasties.in,"863198.01, +919356284998",Active,90,Full Suite,
https://pluss.in,pluss.in,pluss.in,pluss@pluss.in,+91-9818950512,Active,80,Full Suite,
https://manishmalhotra.in,manishmalhotra.in,Manish Malhotra,"info@manishmalhotra.in, careers@manishmalhotra.in, store@manishmalhotra.in, delhistore@manishmalhotra.in, hyderabadstore@manishmalhotra.in, orders@manishmalhotra.in, support@manishmalhotra.in",,Active,75,Full Suite,
https://www.rahulmishra.in,rahulmishra.in,Rahul Mishra,"online@rahulmishra.in, sales@rahulmishra.in, press@rahulmishra.in",+919625925303,Active,75,Full Suite,
https://rawmango.com,rawmango.com,Raw Mango,info@rawmango.in,"+91 9599292725, +919971322995",Active,75,Full Suite,
https://www.rimzimdadu.com,rimzimdadu.com,Rimzim Dadu,info@rimzimdadu.com,"9717945460, 9910468825, 87009 65881, 91 97179 45460, 91 99104 68825, 91 997179 45460, 91 87009 65881",Active,75,Full Suite,
