url,domain,storeName,emails,phones,productCount,score,pitchType,error
https://www.urbanmonkey.com,urbanmonkey.com,Urban Monkey®,hello@urbanmonkey.com,"+919967630898, +919702207553, 9702201195",Active,100,Full Suite,
https://www.montecarlo.in,montecarlo.in,Monte Carlo,info@montecarlo.in,"18001800501, 8196922333, 01615048700, +91-82888-01228",Active,100,Full Suite,
https://suta.in,suta.in,Suta,"info@suta.in, marketing@suta.in",080-456-80200,Active,90,Full Suite,
https://www.thelabellife.com,thelabellife.com,The Label Life,help@thelabellife.com,08047106223,Active,90,Full Suite,
https://www.powerlook.in,powerlook.in,Powerlook,support@powerlook.in,"9696333000, +91 9696333000",Active,90,Full Suite,
https://www.superkicks.in,superkicks.in,Superkicks,care@superkicks.in,"02241498322, +91 8619056043, +91 8655954342, +91 8097811422, +91 8655954341, +91 9987843520, 91 9987363520, 91 9351317281",Active,90,Full Suite,
https://www.xyxxcrew.com,xyxxcrew.com,XYXX,support@xyxxcrew.com,+91 63587 29768,Active,90,Full Suite,
https://www.redtape.com,redtape.com,Redtape,customercare@redtapeindia.com,"91%207836850000, +91 7836850000",Active,90,Full Suite,
https://www.enamor.co.in,enamor.co.in,Enamor,customercare@enamor.co,"1775640445, 1677836790, 620-4665, 1677053874, 857-4936, 1741678623, 1772522712, 1704439665, 1741689731, 1741677425, 1734941480, +917406844400",Active,90,Full Suite,
https://www.chumbak.com,chumbak.com,Chumbak,"help@chumbak.in, bulk-orders@chumbak.in",+91 9980127955,Active,90,Full Suite,
https://www.thebearhouse.com,thebearhouse.com,The Bear House,support@thebearhouse.com,"8068365518, 9071468640, 9071468643, 9071468646, 9071468642, 9071468644, 9071468641, 9071468649, 9071468652, +918884477728",Active,90,Full Suite,
https://www.thecaistore.com,thecaistore.com,The CAI Store,customercare@thecaistore.com,+918591237531,Active,90,Full Suite,
https://www.spykar.com,spykar.com,Spykar Lifestyles,customercare@spykar.com,022-42101356,Active,90,Full Suite,
https://www.uspoloassn.in,uspoloassn.in,U.S. Polo Assn. India,care@uspoloassn.in,"+91 98807 86663, 1900-1939",Active,90,Full Suite,
https://www.one8.com,one8.com,one8,care@one8.com,"+91-9108410018, +91 9187458018",Active,85,Full Suite,
https://www.blackberrys.com,blackberrys.com,Blackberrys,", customersupport@blackberrys.com","08071811173, 9810000209, 8909114797238, 8909114797245, 8909114797252, 8909114797269, 8909114797276, 8909114797283, 8909114797290, 8909114797306, 8909114797313",Active,85,Full Suite,
https://neemans.com,neemans.com,Neeman&#39;s,,+919059938941,Active,80,Full Suite,
https://www.libas.in,libas.in,Libas,,"9899990772, +91 9899990772",Active,80,Full Suite,
https://fablestreet.com,fablestreet.com,FableStreet,"care@fablestreet.com, careers@fablestreet.com",01143078400,Unknown,70,Zwing POS,
https://bummer.in,bummer.in,Bummer,hello@bummer.in,,Active,60,Full Suite,
https://www.houseofindya.com,houseofindya.com,Indya,"customercare@houseofindya.com, wholesale@faballey.com, press@faballey.com, collabs@faballey.com, affiliates@faballey.com","+91-7303700176, +91-8929987349",Unknown,60,Zwing POS,
https://www.dailyobjects.com,dailyobjects.com,DailyObjects,support@dailyobjects.com,"+91 9118752752, +91 8010667667",Unknown,60,Zwing POS,
https://www.shoppersstop.com,shoppersstop.com,Shoppers Stop,"grievance.redressal@shoppersstop.com, customercare@shoppersstop.com","07969727777, 79 6972 7777",Unknown,60,Zwing POS,
https://www.maxfashion.in,maxfashion.in,https://www.maxfashion.in/in/en,help@maxfashion.in,1800-123-1444,Unknown,60,Zwing POS,
https://www.manyavar.com,manyavar.com,www.manyavar.com,"care@vedantfashions.com, career@manyavar.com, marketing@manyavar.com","1800 120 000 500, +91 9674373838, +91 90512 25122, 2021-2023, 2017-2019, 2015-2017, 2013-2015, 2011-2013, 2009-2011, 2007-2009, 2023-2026, 2019-2022, 2016-2019, 2013-2016, 2010-2013, 2007-2010, 2004-2007",Unknown,60,Zwing POS,
https://www.vishalmegamart.com,vishalmegamart.com,Vishal Mega Mart India,customercare@vishalmegamart.com,0124-4555100,Unknown,60,Zwing POS,
https://www.citykart.co.in,citykart.co.in,Citykart,customercare@citykartstores.com,+91-9650407082,Unknown,60,Zwing POS,
https://www.andamen.com,andamen.com,Andamen,,"+919873999110, +919555263263, +91 987 399 95 94",Active,55,Full Suite,
https://www.woodlandworldwide.com,oodlandworldwide.com,WoodlandWorldwide,care@woodlandworldwide.com,"18001033445, 2168,GurudwaraRoad,GurudwaraChowk,NewDelhi,CentralDelhi,Delhi,PINCode:110005",Unknown,55,Needs Review,
https://www.limeroad.com,limeroad.com,LimeRoad,"heretohelp@limeroad.com, vendor@limeroad.com, business@limeroad.com, seller@limeroad.com, hr@limeroad.com, pr@limeroad.com, scrapbooks@limeroad.com, sales@limeroad.com, grievanceofficer@limeroad.com",01246650600,Hidden,55,Needs Review,
https://www.vegnonveg.com,vegnonveg.com,VegNonVeg,hello@vegnonveg.com,,Unknown,45,Zwing POS,
https://www.pantaloons.com,pantaloons.com,Pantaloons,"customercare@abfrl.adityabirla.com, franchiseerelations@abfrl.aditya birla.com, careers@abfrl.adityabirla.com, franchiseerelations@abfrl.aditya",,Unknown,45,Zwing POS,
https://www.trentlimited.com,trentlimited.com,Trent Limited,"westside@trent-tata.com, westside.rba@trent-tata.com, zudiohelp@trent-tata.com, zudio.rba@trent-tata.com, investor.relations@trent-tata.com","+91 022 6665 8282, +91 022 6700 9000, +91 7506401234, +91 022 6700 8090, 18002099901",Hidden,45,Needs Review,
https://www.snitch.co.in,snitch.co.in,SNITCH,,,Active,40,Full Suite,
https://www.faballey.com,faballey.com,Indya,,+91-7303700176,Unknown,40,Zwing POS,
https://www.clovia.com,clovia.com,Clovia,,"673630162724256, 0120-484-2200, +91-92113-02878, +91 813 090 9028",Unknown,40,Zwing POS,
https://www.wrogn.in,rogn.in,Wrogn,,"8095733338, +91 8095733338",Unknown,40,Zwing POS,
https://www.lifestylestores.com,lifestylestores.com,https://www.lifestylestores.com/in/en,,080-65011555,Unknown,40,Zwing POS,
https://www.kalamandir.com,kalamandir.com,kalamandir,,"9852 9852 99, 9885098850, +800) 123 456 7890",Unknown,25,Needs Review,
https://www.koskii.com,koskii.com,Koskii,,,Unknown,25,Zwing POS,
https://www.damensch.com,damensch.com,Damensch,,,Unknown,20,Needs Review,
https://www.tatacliq.com,tatacliq.com,Tata CLiQ Fashion Shopping App,,,Unknown,20,Needs Review,
https://www.bewakoof.com,bewakoof.com,Bewakoof,,,Unknown,15,Zwing POS,
https://www.marchtee.com,marchtee.com,March Tee,,,Unknown,10,Needs Review,
https://www.stalkbuylove.com,stalkbuylove.com,Styched Fashion,,,Unknown,10,Needs Review,
https://www.hrxbrand.com,hrxbrand.com,HRX,,,Unknown,10,Needs Review,
https://www.peterengland.com,peterengland.com,Peter England,,,Unknown,10,Needs Review,
https://www.louisphilippe.com,louisphilippe.com,Louis Philippe,,,Unknown,10,Needs Review,
https://www.vanheusenindia.com,vanheusenindia.com,Van Heusen,,,Unknown,10,Needs Review,
https://www.allensolly.com,allensolly.com,Allen Solly,,,Unknown,10,Needs Review,
https://www.thesouledstore.com,thesouledstore.com,thesouledstore,,,Unknown,0,Needs Review,
https://blissclub.in,blissclub.in,blissclub.in,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.bombayshirtcompany.com,bombayshirtcompany.com,bombayshirtcompany.com,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.solethreads.com,solethreads.com,PETIR82,,,Hidden,0,Needs Review,
https://www.rareabbit.in,rareabbit.in,rareabbit.in,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.dilling.in,dilling.in,dilling.in,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.da-milan.com,da-milan.com,da-milan.com,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.kurtasandpalazzos.com,kurtasandpalazzos.com,kurtasandpalazzos.com,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.zivame.com,zivame.com,zivame.com,,,Unknown,0,Needs Review,fetch failed (403)
https://www.amante.in,amante.in,amante.in,,,Unknown,0,Needs Review,
https://www.nush.in,nush.in,nush.in,,,Unknown,0,Needs Review,fetch failed (404)
https://www.thewoodlands.in,thewoodlands.in,thewoodlands.in,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.hlxstore.com,hlxstore.com,hlxstore.com,,,Unknown,0,Needs Review,
https://www.maccaron.in,maccaron.in,maccaron.in,,,Unknown,0,Needs Review,fetch failed (403)
https://www.quarantine.in,quarantine.in,Under Construction,,,Unknown,0,Needs Review,
https://www.javy.in,javy.in,javy.in,,,Unknown,0,Needs Review,
https://www.thequirkyquest.com,thequirkyquest.com,thequirkyquest.com,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.fabindia.com,fabindia.com,"Online Shopping for Women, Men, Kids and Home & Living",,,Unknown,0,Needs Review,
https://www.cantabilinternational.com,cantabilinternational.com,cantabilinternational.com,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.westsidestores.com,estsidestores.com,estsidestores.com,,,Unknown,0,Needs Review,
https://www.reliancecorporate.com,reliancecorporate.com,reliancecorporate.com,,,Unknown,0,Needs Review,
https://www.ajio.com,ajio.com,ajio.com,,,Unknown,0,Needs Review,fetch failed (403)
https://www.myntra.com,myntra.com,Site Maintenance,,,Unknown,0,Needs Review,
https://www.landmarkshops.in,landmarkshops.in,landmarkshops.in,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.centralandme.com,centralandme.com,centralandme.com,,,Unknown,0,Needs Review,
https://www.brandfactoryonline.com,brandfactoryonline.com,brandfactoryonline.com,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.fbb.in,fbb.in,fbb.in,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.bigbazaar.com,bigbazaar.com,bigbazaar.com,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.vmartretail.com,vmartretail.com,V,,,Unknown,0,Needs Review,
https://www.baazar कोलकाता.com,baazar कोलकाता.com,baazar कोलकाता.com,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.trends.ajio.com,trends.ajio.com,trends.ajio.com,,,Unknown,0,Needs Review,fetch failed (403)
https://www.mufti.in,mufti.in,mufti.in,,,Unknown,0,Needs Review,fetch failed (525)
https://www.flyingmachine.co.in,flyingmachine.co.in,flyingmachine.co.in,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.arrow.in,arrow.in,arrow.in,,,Unknown,0,Needs Review,fetch failed (no response)
