url,domain,storeName,emails,phones,productCount,score,pitchType,error
https://www.urbanmonkey.com,urbanmonkey.com,Urban Monkey®,hello@urbanmonkey.com,"+919967630898, +919702207553, 9702201195",Active,100,Full Suite,
https://suta.in,suta.in,Suta,"info@suta.in, marketing@suta.in",080-456-80200,Active,90,Full Suite,
https://www.thelabellife.com,thelabellife.com,The Label Life,help@thelabellife.com,08047106223,Active,90,Full Suite,
https://www.powerlook.in,powerlook.in,Powerlook,support@powerlook.in,"9696333000, +91 9696333000",Active,90,Full Suite,
https://www.superkicks.in,superkicks.in,Superkicks,care@superkicks.in,"02241498322, +91 8619056043, +91 8655954342, +91 8097811422, +91 8655954341, +91 9987843520, 91 9987363520, 91 9351317281",Active,90,Full Suite,
https://www.spykar.com,spykar.com,Spykar Lifestyles,customercare@spykar.com,022-42101356,Active,90,Full Suite,
https://www.khadims.com,khadims.com,Khadims,"consumercare@khadims.com, media@khadims.com, biz@khadims.com, compliance@khadims.com, hrd@khadims.com, amaresh.banerjee@khadims.com","18001030501, +913340090501, +91 33 40090500",Active,90,Full Suite,
https://www.libertyshoesonline.com,libertyshoesonline.com,Liberty Shoes LTD,"lsocare@libertyshoes.com, customercare@libertyshoes.com, namita@libertyshoes.com, headinst_lpm@libertyshoes.com","9354111126, +91-93541-11126, +91%2093541-11126, +919910052044, +919813016302",Active,90,Full Suite,
https://www.chumbak.com,chumbak.com,Chumbak,"help@chumbak.in, bulk-orders@chumbak.in",+91 9980127955,Active,90,Full Suite,
https://www.blackberrys.com,blackberrys.com,Blackberrys,", customersupport@blackberrys.com","08071811173, 9810000209, 8909114797238, 8909114797245, 8909114797252, 8909114797269, 8909114797276, 8909114797283, 8909114797290, 8909114797306, 8909114797313",Active,85,Full Suite,
https://neemans.com,neemans.com,Neeman&#39;s,,+919059938941,Active,80,Full Suite,
https://www.libas.in,libas.in,Libas,,"9899990772, +91 9899990772",Active,80,Full Suite,
https://www.campusshoes.com,campusshoes.com,Campus Shoes,"customercare@campusshoes.com, instt@campusshoes.com","+919667706012, 9667706012 10.00, 9667706012",Active,75,Full Suite,
https://fablestreet.com,fablestreet.com,FableStreet,"care@fablestreet.com, careers@fablestreet.com",01143078400,Unknown,70,Zwing POS,
https://bummer.in,bummer.in,Bummer,hello@bummer.in,,Active,60,Full Suite,
https://www.shoppersstop.com,shoppersstop.com,Shoppers Stop,"grievance.redressal@shoppersstop.com, customercare@shoppersstop.com","07969727777, 79 6972 7777",Unknown,60,Zwing POS,
https://www.maxfashion.in,maxfashion.in,https://www.maxfashion.in/in/en,help@maxfashion.in,1800-123-1444,Unknown,60,Zwing POS,
https://www.manyavar.com,manyavar.com,www.manyavar.com,"care@vedantfashions.com, career@manyavar.com, marketing@manyavar.com","1800 120 000 500, +91 9674373838, +91 90512 25122, 2021-2023, 2017-2019, 2015-2017, 2013-2015, 2011-2013, 2009-2011, 2007-2009, 2023-2026, 2019-2022, 2016-2019, 2013-2016, 2010-2013, 2007-2010, 2004-2007",Unknown,60,Zwing POS,
https://www.wforwoman.com,forwoman.com,wforwoman,"customercare.tcns@abfrl.adityabirla.com, customercare@tcnsclothing.com","+91 7840041638, 1999900, 1799900, +91-8796121632",Unknown,60,Zwing POS,
https://www.woodlandworldwide.com,oodlandworldwide.com,WoodlandWorldwide,care@woodlandworldwide.com,"18001033445, 2168,GurudwaraRoad,GurudwaraChowk,NewDelhi,CentralDelhi,Delhi,PINCode:110005",Unknown,55,Needs Review,
https://www.metroshoes.com,metroshoes.com,Metro Shoes,,+91-797 7311 089,Unknown,50,Zwing POS,
https://www.mochishoes.com,mochishoes.com,Mochi Shoes,,+91-797 7311 647,Unknown,50,Zwing POS,
https://www.vegnonveg.com,vegnonveg.com,VegNonVeg,hello@vegnonveg.com,,Unknown,45,Zwing POS,
https://www.pantaloons.com,pantaloons.com,Pantaloons,"customercare@abfrl.adityabirla.com, franchiseerelations@abfrl.aditya birla.com, careers@abfrl.adityabirla.com, franchiseerelations@abfrl.aditya",,Unknown,45,Zwing POS,
https://www.snitch.co.in,snitch.co.in,SNITCH,,,Active,40,Full Suite,
https://www.faballey.com,faballey.com,Indya,,+91-7303700176,Unknown,40,Zwing POS,
https://www.damensch.com,damensch.com,Damensch,,,Unknown,20,Needs Review,
https://www.bewakoof.com,bewakoof.com,Bewakoof,,,Unknown,15,Zwing POS,
https://www.peterengland.com,peterengland.com,Peter England,,,Unknown,10,Needs Review,
https://www.louisphilippe.com,louisphilippe.com,Louis Philippe,,,Unknown,10,Needs Review,
https://www.vanheusenindia.com,vanheusenindia.com,Van Heusen,,,Unknown,10,Needs Review,
https://www.allensolly.com,allensolly.com,Allen Solly,,,Unknown,10,Needs Review,
https://www.thesouledstore.com,thesouledstore.com,thesouledstore,,,Unknown,0,Needs Review,
https://blissclub.in,blissclub.in,blissclub.in,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.bombayshirtcompany.com,bombayshirtcompany.com,bombayshirtcompany.com,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.solethreads.com,solethreads.com,PETIR82,,,Hidden,0,Needs Review,
https://www.rareabbit.in,rareabbit.in,rareabbit.in,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.fabindia.com,fabindia.com,"Online Shopping for Women, Men, Kids and Home & Living",,,Unknown,0,Needs Review,
https://www.bata.com/in,bata.com,bata.com,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.cantabilinternational.com,cantabilinternational.com,cantabilinternational.com,,,Unknown,0,Needs Review,fetch failed (no response)
https:// Montecarlo.in, montecarlo.in, montecarlo.in,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.sparxshoes.com,sparxshoes.com,sparxshoes.com,,,Unknown,0,Needs Review,fetch failed (no response)
https://www.westsidestores.com,estsidestores.com,estsidestores.com,,,Unknown,0,Needs Review,
https://www.aurelia.com,aurelia.com,aurelia.com,,,Unknown,0,Needs Review,fetch failed (no response)
