url,domain,storeName,emails,phones,productCount,score,pitchType,error
https://kalkifashion.com,kalkifashion.com,KAKLI Fashion,info@kalkifashion.com,"+912248900416, 9920012474, +1 (408) 520-9415, 1800 572 6676, 1-888-221-1161, 1-402-935-2050, +91 9920012474, 022 48900416",Active,100,Full Suite,
https://neerus.com,neerus.com,Neerus India,orders@neerus.com,+91-9000293293,Active,100,Full Suite,
https://selectedhomme.in,selectedhomme.in,SELECTED,help@selectedhomme.in,"18002660003, 10.00-19.00",Active,100,Full Suite,
https://kazo.com,kazo.com,KAZO,customercare@kazo.com,0120-420-0222,Active,90,Full Suite,
https://bharatsthali.com,bharatsthali.com,BharatSthali,namaskaram@bharatsthali.com,"+91 76579 36709, +91 819999 5288, +919855116699, 950 1666 977",Active,90,Full Suite,
https://peachmode.com,peachmode.com,Peachmode,"contact@peachmode.com, returns@peachmode.com, marketing@peachmode.com",+91-22-62760606,Active,90,Full Suite,
https://kankatala.com,kankatala.com,Kankatala,hello@kankatala.com,"+91 9059564499, 2011-2014",Active,90,Full Suite,
https://nalli.com,nalli.com,Nalli Silks,eshop@nalli.com,"+918068920338, +91 76193 57003, 1928-2026",Active,90,Full Suite,
https://pothys.com,pothys.com,Pothys,enquiry@pothys.com,"+918939593990, +918939593996",Active,90,Full Suite,
https://xyxxcrew.com,xyxxcrew.com,XYXX,support@xyxxcrew.com,+91 63587 29768,Active,90,Full Suite,
https://enamor.co.in,enamor.co.in,Enamor,customercare@enamor.co,"1775640445, 1677836790, 620-4665, 1677053874, 857-4936, 1741678623, 1772522712, 1704439665, 1741689731, 1741677425, 1734941480, +917406844400",Active,90,Full Suite,
https://lawmanpg3.com,lawmanpg3.com,Lawman,customercare@lawmanpg3.com,"+01141169227, +91%C2%A02269014400, +91 2269014400, +91 95946 48107, +91 72040 46418",Active,90,Full Suite,
https://numerounojeanswear.com,numerounojeanswear.com,Numero Uno,customercare@nucl.in,"91) 124-4555222, 91) 8826004404",Active,90,Full Suite,
https://clarks.in,clarks.in,Clarks India,customercare@clarks.in,+919653306311,Active,90,Full Suite,
https://regalshoes.in,regalshoes.in,Regal Shoes,orders@regalshoes.co.in,"+91 98199 39302, 2001-2011",Active,90,Full Suite,
https://khadims.com,khadims.com,Khadims,"consumercare@khadims.com, media@khadims.com, biz@khadims.com, compliance@khadims.com, hrd@khadims.com, amaresh.banerjee@khadims.com","18001030501, +913340090501, +91 33 40090500",Active,90,Full Suite,
https://yufta.com,yufta.com,Yufta LLP,info@yufta.com,+917877125042,Active,85,Full Suite,
https://kalyansilks.com,kalyansilks.com,Kalyan Silks,customerservice@kalyansilks.com,"8129966333, 04872434000, 04873500200, +91 81299 66333, +91 4872434000, 0487%202434000",Active,85,Full Suite,
https://sassafras.in,sassafras.in,SASSAFRAS,"support@sassafras.in, bulk@sassafras.in, franchise@sassafras.in, marketing@sassafras.in",022-45634164,Active,75,Full Suite,
https://unnatisilks.com,unnatisilks.com,Unnatisilks,"orders@unnatisilks.com, support@unnatisilks.com, wholesale@unnatisilks.com","+919100974936, %20+919949974368, +91 9949974368, 040-27814522 10, +91 70755 13517 10",Active,75,Full Suite,
https://saree.com,saree.com,Saree.com,cs@saree.com,+91-8866799113,Active,75,Full Suite,
https://holyweaves.com,holyweaves.com,HOLYWEAVES,support@holyweaves.com,+917347734773,Active,75,Full Suite,
https://rmkv.com,rmkv.com,RmKV Silks Private Ltd,customercare@rmkv.com,,Active,75,Full Suite,
https://kumaransilks.com,kumaransilks.com,Kumaran Silks,customercare@kumaransilks.com,"5000 5000-10000, 10000-20000, 5000-10000, +91-9176597659, +91-9129432943",Active,75,Full Suite,
https://freecultr.com,freecultr.com,Freecultr,hola@freecultr.com,+91-9818187606,Active,75,Full Suite,
https://gasjeans.com,gasjeans.com,GAS Jeans,"%20customercare@gasjeans.com, %20info@gasjeans.it, customercare@gasjeans.com, info@gasjeans.com","12258310965, +390245075496",Active,75,Full Suite,
https://coverstory.co.in,coverstory.co.in,Coverstory website,care@coverstory.co.in,"7982413995, +91-7982413995",Unknown,70,Zwing POS,
https://southindiaeshop.com,southindiaeshop.com,South India Shopping Mall,,"917799965656, 03-07-2026, 11-13-1428, 27-16-210",Active,70,Full Suite,
https://chemistryindia.com,chemistryindia.com,Chemistry,customercare@chemistryindia.com,,Active,60,Full Suite,
